iso3_country,sector,subsector,start_time,end_time,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
AGO,transportation,domestic-shipping,2020-01-01 00:00:00,2020-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 21:31:23.069435,
AGO,transportation,domestic-shipping,2021-01-01 00:00:00,2021-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 21:31:23.070127,
AGO,transportation,domestic-shipping,2021-01-01 00:00:00,2021-12-31 00:00:00,co2,497291.6693148048,tonnes,annual,2023-10-10 21:31:23.070112,
AGO,transportation,domestic-shipping,2021-01-01 00:00:00,2021-12-31 00:00:00,co2e_100yr,497291.6693148048,tonnes,annual,2023-10-10 21:31:23.070147,
AGO,transportation,domestic-shipping,2021-01-01 00:00:00,2021-12-31 00:00:00,co2e_20yr,497291.6693148048,tonnes,annual,2023-10-10 21:31:23.070161,
AGO,transportation,domestic-shipping,2021-01-01 00:00:00,2021-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 21:31:23.070135,
AGO,transportation,domestic-shipping,2022-01-01 00:00:00,2022-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 21:31:23.070846,
AGO,transportation,domestic-shipping,2022-01-01 00:00:00,2022-12-31 00:00:00,co2,477655.38717345445,tonnes,annual,2023-10-10 21:31:23.070831,
AGO,transportation,domestic-shipping,2022-01-01 00:00:00,2022-12-31 00:00:00,co2e_100yr,477655.38717345445,tonnes,annual,2023-10-10 21:31:23.070865,
AGO,transportation,domestic-shipping,2022-01-01 00:00:00,2022-12-31 00:00:00,co2e_20yr,477655.38717345445,tonnes,annual,2023-10-10 21:31:23.070873,
AGO,transportation,domestic-shipping,2022-01-01 00:00:00,2022-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 21:31:23.070855,
AGO,transportation,domestic-shipping,2023-01-01 00:00:00,2023-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 21:31:23.071528,
AGO,transportation,domestic-shipping,2023-01-01 00:00:00,2023-12-31 00:00:00,co2,259121.66139448993,tonnes,annual,2023-10-10 21:31:23.071514,
AGO,transportation,domestic-shipping,2023-01-01 00:00:00,2023-12-31 00:00:00,co2e_100yr,259121.66139448993,tonnes,annual,2023-10-10 21:31:23.071546,
AGO,transportation,domestic-shipping,2023-01-01 00:00:00,2023-12-31 00:00:00,co2e_20yr,259121.66139448993,tonnes,annual,2023-10-10 21:31:23.071554,
AGO,transportation,domestic-shipping,2023-01-01 00:00:00,2023-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 21:31:23.071537,
AIA,transportation,domestic-shipping,2015-01-01 00:00:00,2015-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 21:31:23.072262,
AIA,transportation,domestic-shipping,2015-01-01 00:00:00,2015-12-31 00:00:00,co2,2033.4580923397093,tonnes,annual,2023-10-10 21:31:23.072248,
AIA,transportation,domestic-shipping,2015-01-01 00:00:00,2015-12-31 00:00:00,co2e_100yr,2033.4580923397093,tonnes,annual,2023-10-10 21:31:23.07228,
AIA,transportation,domestic-shipping,2015-01-01 00:00:00,2015-12-31 00:00:00,co2e_20yr,2033.4580923397093,tonnes,annual,2023-10-10 21:31:23.072288,
AIA,transportation,domestic-shipping,2015-01-01 00:00:00,2015-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 21:31:23.072271,
AIA,transportation,domestic-shipping,2016-01-01 00:00:00,2016-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 21:31:23.072945,
AIA,transportation,domestic-shipping,2016-01-01 00:00:00,2016-12-31 00:00:00,co2,2058.9242286632275,tonnes,annual,2023-10-10 21:31:23.072931,
AIA,transportation,domestic-shipping,2016-01-01 00:00:00,2016-12-31 00:00:00,co2e_100yr,2058.9242286632275,tonnes,annual,2023-10-10 21:31:23.072974,
AIA,transportation,domestic-shipping,2016-01-01 00:00:00,2016-12-31 00:00:00,co2e_20yr,2058.9242286632275,tonnes,annual,2023-10-10 21:31:23.072983,
AIA,transportation,domestic-shipping,2016-01-01 00:00:00,2016-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 21:31:23.072954,
AIA,transportation,domestic-shipping,2017-01-01 00:00:00,2017-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 21:31:23.073638,
AIA,transportation,domestic-shipping,2017-01-01 00:00:00,2017-12-31 00:00:00,co2,1595.2868153912857,tonnes,annual,2023-10-10 21:31:23.073624,
AIA,transportation,domestic-shipping,2017-01-01 00:00:00,2017-12-31 00:00:00,co2e_100yr,1595.2868153912857,tonnes,annual,2023-10-10 21:31:23.073657,
AIA,transportation,domestic-shipping,2017-01-01 00:00:00,2017-12-31 00:00:00,co2e_20yr,1595.2868153912857,tonnes,annual,2023-10-10 21:31:23.073666,
AIA,transportation,domestic-shipping,2017-01-01 00:00:00,2017-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 21:31:23.073647,
AIA,transportation,domestic-shipping,2018-01-01 00:00:00,2018-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 21:31:23.074349,
AIA,transportation,domestic-shipping,2018-01-01 00:00:00,2018-12-31 00:00:00,co2,1708.6554314809391,tonnes,annual,2023-10-10 21:31:23.074334,
AIA,transportation,domestic-shipping,2018-01-01 00:00:00,2018-12-31 00:00:00,co2e_100yr,1708.6554314809391,tonnes,annual,2023-10-10 21:31:23.074367,
AIA,transportation,domestic-shipping,2018-01-01 00:00:00,2018-12-31 00:00:00,co2e_20yr,1708.6554314809391,tonnes,annual,2023-10-10 21:31:23.074376,
AIA,transportation,domestic-shipping,2018-01-01 00:00:00,2018-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 21:31:23.074358,
AIA,transportation,domestic-shipping,2019-01-01 00:00:00,2019-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 21:31:23.075045,
AIA,transportation,domestic-shipping,2019-01-01 00:00:00,2019-12-31 00:00:00,co2,3472.353722154647,tonnes,annual,2023-10-10 21:31:23.075028,
AIA,transportation,domestic-shipping,2019-01-01 00:00:00,2019-12-31 00:00:00,co2e_100yr,3472.353722154647,tonnes,annual,2023-10-10 21:31:23.075065,
AIA,transportation,domestic-shipping,2019-01-01 00:00:00,2019-12-31 00:00:00,co2e_20yr,3472.353722154647,tonnes,annual,2023-10-10 21:31:23.075072,
AIA,transportation,domestic-shipping,2019-01-01 00:00:00,2019-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 21:31:23.075055,
AIA,transportation,domestic-shipping,2020-01-01 00:00:00,2020-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 21:31:23.075721,
AIA,transportation,domestic-shipping,2020-01-01 00:00:00,2020-12-31 00:00:00,co2,1216.6531116760077,tonnes,annual,2023-10-10 21:31:23.075707,
AIA,transportation,domestic-shipping,2020-01-01 00:00:00,2020-12-31 00:00:00,co2e_100yr,1216.6531116760077,tonnes,annual,2023-10-10 21:31:23.075739,
AIA,transportation,domestic-shipping,2020-01-01 00:00:00,2020-12-31 00:00:00,co2e_20yr,1216.6531116760077,tonnes,annual,2023-10-10 21:31:23.075747,
AIA,transportation,domestic-shipping,2020-01-01 00:00:00,2020-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 21:31:23.07573,
AIA,transportation,domestic-shipping,2021-01-01 00:00:00,2021-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 21:31:23.076398,
AIA,transportation,domestic-shipping,2021-01-01 00:00:00,2021-12-31 00:00:00,co2,1137.873806422284,tonnes,annual,2023-10-10 21:31:23.076384,
AIA,transportation,domestic-shipping,2021-01-01 00:00:00,2021-12-31 00:00:00,co2e_100yr,1137.873806422284,tonnes,annual,2023-10-10 21:31:23.076416,
AIA,transportation,domestic-shipping,2021-01-01 00:00:00,2021-12-31 00:00:00,co2e_20yr,1137.873806422284,tonnes,annual,2023-10-10 21:31:23.076424,
AIA,transportation,domestic-shipping,2021-01-01 00:00:00,2021-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 21:31:23.076407,
AIA,transportation,domestic-shipping,2022-01-01 00:00:00,2022-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 21:31:23.077143,
AIA,transportation,domestic-shipping,2022-01-01 00:00:00,2022-12-31 00:00:00,co2,1128.8371378924348,tonnes,annual,2023-10-10 21:31:23.077128,
AIA,transportation,domestic-shipping,2022-01-01 00:00:00,2022-12-31 00:00:00,co2e_100yr,1128.8371378924348,tonnes,annual,2023-10-10 21:31:23.077162,
AIA,transportation,domestic-shipping,2022-01-01 00:00:00,2022-12-31 00:00:00,co2e_20yr,1128.8371378924348,tonnes,annual,2023-10-10 21:31:23.07717,
AIA,transportation,domestic-shipping,2022-01-01 00:00:00,2022-12-31 00:00:00,n2o,,tonnes,annual,2023-10-10 21:31:23.077152,
AIA,transportation,domestic-shipping,2023-01-01 00:00:00,2023-12-31 00:00:00,ch4,,tonnes,annual,2023-10-10 21:31:23.077815,
AIA,transportation,domestic-shipping,2023-01-01 00:00:00,2023-12-31 00:00:00,co2,1146.0236902659235,tonnes,annual,2023-10-10 21:31:23.077801,
AIA,transportation,domestic-shipping,2023-01-01 00:00:00,2023-12-31 00:00:00,co2e_100yr,1146.0236902659235,tonnes,annual,2023-10-10 21:31:23.077833,
